"datenumber"	"yyyymmdd"
2131	20101203
2132	20101206
2133	20101207
2134	20101208
2135	20101209
2136	20101210
2137	20101213
2138	20101214
2139	20101215
2140	20101216
2141	20101217
2142	20101220
2143	20101221
2144	20101222
2145	20101223
2146	20101227
2147	20101228
2148	20101229
2149	20101230
2150	20101231
2151	20110103
2152	20110104
2153	20110105
2154	20110106
2155	20110107
2156	20110110
2157	20110111
2158	20110112
2159	20110113
2160	20110114
2161	20110118
2162	20110119
2163	20110120
2164	20110121
2165	20110124
2166	20110125
2167	20110126
2168	20110127
2169	20110128
2170	20110131
2171	20110201
2172	20110202
2173	20110203
2174	20110204
2175	20110207
2176	20110208
2177	20110209
2178	20110210
2179	20110211
2180	20110214
2181	20110215
2182	20110216
2183	20110217
2184	20110218
2185	20110222
2186	20110223
2187	20110224
2188	20110225
2189	20110228
2190	20110301
2191	20110302
2192	20110303
2193	20110304
2194	20110307
2195	20110308
2196	20110309
2197	20110310
2198	20110311
2199	20110314
2200	20110315
2201	20110316
2202	20110317
2203	20110318
2204	20110321
2205	20110322
2206	20110323
2207	20110324
2208	20110325
2209	20110328
2210	20110329
2211	20110330
2212	20110331
2213	20110401
2214	20110404
2215	20110405
2216	20110406
2217	20110407
2218	20110408
2219	20110411
2220	20110412
2221	20110413
2222	20110414
2223	20110415
2224	20110418
2225	20110419
2226	20110420
2227	20110421
2228	20110425
2229	20110426
2230	20110427
2231	20110428
2232	20110429
2233	20110502
2234	20110503
2235	20110504
2236	20110505
2237	20110506
2238	20110509
2239	20110510
2240	20110511
2241	20110512
2242	20110513
2243	20110516
2244	20110517
2245	20110518
2246	20110519
2247	20110520
2248	20110523
2249	20110524
2250	20110525
2251	20110526
2252	20110527
2253	20110531
2254	20110601
2255	20110602
2256	20110603
2257	20110606
2258	20110607
2259	20110608
2260	20110609
2261	20110610
2262	20110613
2263	20110614
2264	20110615
2265	20110616
2266	20110617
2267	20110620
2268	20110621
2269	20110622
2270	20110623
2271	20110624
2272	20110627
2273	20110628
2274	20110629
2275	20110630
2276	20110701
2277	20110705
2278	20110706
2279	20110707
2280	20110708
2281	20110711
2282	20110712
2283	20110713
2284	20110714
2285	20110715
2286	20110718
2287	20110719
2288	20110720
2289	20110721
2290	20110722
2291	20110725
2292	20110726
2293	20110727
2294	20110728
2295	20110729
2296	20110801
2297	20110802
2298	20110803
2299	20110804
2300	20110805
2301	20110808
2302	20110809
2303	20110810
2304	20110811
2305	20110812
2306	20110815
2307	20110816
2308	20110817
2309	20110818
2310	20110819
2311	20110822
2312	20110823
2313	20110824
2314	20110825
2315	20110826
2316	20110829
2317	20110830
2318	20110831
2319	20110901
2320	20110902
2321	20110906
2322	20110907
2323	20110908
2324	20110909
2325	20110912
2326	20110913
2327	20110914
2328	20110915
2329	20110916
2330	20110919
2331	20110920
2332	20110921
2333	20110922
2334	20110923
2335	20110926
2336	20110927
2337	20110928
2338	20110929
2339	20110930
2340	20111003
2341	20111004
2342	20111005
2343	20111006
2344	20111007
2345	20111011
2346	20111012
2347	20111013
2348	20111014
2349	20111017
2350	20111018
2351	20111019
2352	20111020
2353	20111021
2354	20111024
2355	20111025
2356	20111026
2357	20111027
2358	20111028
2359	20111031
2360	20111101
2361	20111102
2362	20111103
2363	20111104
2364	20111107
2365	20111108
2366	20111109
2367	20111110
2368	20111114
2369	20111115
2370	20111116
2371	20111117
2372	20111118
2373	20111121
2374	20111122
2375	20111123
2376	20111125
2377	20111128
2378	20111129
2379	20111130
2380	20111201
2381	20111202
2382	20111205
2383	20111206
2384	20111207
2385	20111208
2386	20111209
2387	20111212
2388	20111213
2389	20111214
2390	20111215
2391	20111216
2392	20111219
2393	20111220
2394	20111221
2395	20111222
2396	20111223
2397	20111227
2398	20111228
2399	20111229
2400	20111230
2401	20120103
2402	20120104
2403	20120105
2404	20120106
2405	20120109
2406	20120110
2407	20120111
2408	20120112
2409	20120113
2410	20120117
2411	20120118
2412	20120119
2413	20120120
2414	20120123
2415	20120124
2416	20120125
2417	20120126
2418	20120127
2419	20120130
2420	20120131
2421	20120201
2422	20120202
2423	20120203
2424	20120206
2425	20120207
2426	20120208
2427	20120209
2428	20120210
2429	20120213
2430	20120214
2431	20120215
2432	20120216
2433	20120217
2434	20120221
2435	20120222
2436	20120223
2437	20120224
2438	20120227
2439	20120228
2440	20120229
2441	20120301
2442	20120302
2443	20120305
2444	20120306
2445	20120307
2446	20120308
2447	20120309
2448	20120312
2449	20120313
2450	20120314
2451	20120315
2452	20120316
2453	20120319
2454	20120320
2455	20120321
2456	20120322
2457	20120323
2458	20120326
2459	20120327
2460	20120328
2461	20120329
2462	20120330
2463	20120402
2464	20120403
2465	20120404
2466	20120405
2467	20120406
2468	20120409
2469	20120410
2470	20120411
2471	20120412
2472	20120413
2473	20120416
2474	20120417
2475	20120418
2476	20120419
2477	20120420
2478	20120423
2479	20120424
2480	20120425
2481	20120426
2482	20120427
2483	20120430
2484	20120501
2485	20120502
2486	20120503
2487	20120504
2488	20120507
2489	20120508
2490	20120509
2491	20120510
2492	20120511
2493	20120514
2494	20120515
2495	20120516
2496	20120517
2497	20120518
2498	20120521
2499	20120522
2500	20120523
2501	20120524
2502	20120525
2503	20120529
2504	20120530
2505	20120531
2506	20120601
2507	20120604
2508	20120605
2509	20120606
2510	20120607
2511	20120608
2512	20120611
2513	20120612
2514	20120613
2515	20120614
2516	20120615
2517	20120618
2518	20120619
2519	20120620
2520	20120621
2521	20120622
2522	20120625
2523	20120626
2524	20120627
2525	20120628
2526	20120629
2527	20120702
2528	20120703
2529	20120705
2530	20120706
2531	20120709
2532	20120710
2533	20120711
2534	20120712
2535	20120713
2536	20120716
2537	20120717
2538	20120718
2539	20120719
2540	20120720
2541	20120723
2542	20120724
2543	20120725
2544	20120726
2545	20120727
2546	20120730
2547	20120731
2548	20120801
2549	20120802
2550	20120803
2551	20120806
2552	20120807
2553	20120808
2554	20120809
2555	20120810
2556	20120813
2557	20120814
2558	20120815
2559	20120816
2560	20120817
2561	20120820
2562	20120821
2563	20120822
2564	20120823
2565	20120824
2566	20120827
2567	20120828
2568	20120829
2569	20120830
2570	20120831
2571	20120904
2572	20120905
2573	20120906
2574	20120907
2575	20120910
2576	20120911
2577	20120912
2578	20120913
2579	20120914
2580	20120917
2581	20120918
2582	20120919
2583	20120920
2584	20120921
2585	20120924
2586	20120925
2587	20120926
2588	20120927
2589	20120928
2590	20121001
2591	20121002
2592	20121003
2593	20121004
2594	20121005
2595	20121009
2596	20121010
2597	20121011
2598	20121012
2599	20121015
2600	20121016
2601	20121017
2602	20121018
2603	20121019
2604	20121022
2605	20121023
2606	20121024
2607	20121025
2608	20121026
2609	20121029
2610	20121031
2611	20121101
2612	20121102
2613	20121105
2614	20121106
2615	20121107
2616	20121108
2617	20121109
2618	20121113
2619	20121114
2620	20121115
2621	20121116
2622	20121119
2623	20121120
2624	20121121
2625	20121123
2626	20121126
2627	20121127
2628	20121128
2629	20121129
2630	20121130
2631	20121203
2632	20121204
2633	20121205
2634	20121206
2635	20121207
2636	20121210
2637	20121211
2638	20121212
2639	20121213
2640	20121214
2641	20121217
2642	20121218
2643	20121219
2644	20121220
2645	20121221
2646	20121224
2647	20121226
2648	20121227
2649	20121228
2650	20121231
2651	20130102
2652	20130103
2653	20130104
2654	20130107
2655	20130108
2656	20130109
2657	20130110
2658	20130111
2659	20130114
2660	20130115
2661	20130116
2662	20130117
2663	20130118
2664	20130122
2665	20130123
2666	20130124
2667	20130125
2668	20130128
2669	20130129
2670	20130130
2671	20130131
2672	20130201
2673	20130204
2674	20130205
2675	20130206
2676	20130207
2677	20130208
2678	20130211
2679	20130212
2680	20130213
2681	20130214
2682	20130215
2683	20130219
2684	20130220
2685	20130221
2686	20130222
2687	20130225
2688	20130226
2689	20130227
2690	20130228
2691	20130301
2692	20130304
2693	20130305
2694	20130306
2695	20130307
2696	20130308
2697	20130311
2698	20130312
2699	20130313
2700	20130314
2701	20130315
2702	20130318
2703	20130319
2704	20130320
2705	20130321
2706	20130322
2707	20130325
2708	20130326
2709	20130327
2710	20130328
2711	20130401
2712	20130402
2713	20130403
2714	20130404
2715	20130405
2716	20130408
2717	20130409
2718	20130410
2719	20130411
2720	20130412
2721	20130415
2722	20130416
2723	20130417
2724	20130418
2725	20130419
2726	20130422
2727	20130423
2728	20130424
2729	20130425
2730	20130426
2731	20130429
2732	20130430
2733	20130501
2734	20130502
2735	20130503
2736	20130506
2737	20130507
2738	20130508
2739	20130509
2740	20130510
2741	20130513
2742	20130514
2743	20130515
2744	20130516
2745	20130517
2746	20130520
2747	20130521
2748	20130522
2749	20130523
2750	20130524
2751	20130528
2752	20130529
2753	20130530
2754	20130531
2755	20130603
2756	20130604
2757	20130605
2758	20130606
2759	20130607
2760	20130610
2761	20130611
2762	20130612
2763	20130613
2764	20130614
2765	20130617
2766	20130618
2767	20130619
2768	20130620
2769	20130621
2770	20130624
2771	20130625
2772	20130626
2773	20130627
2774	20130628
2775	20130701
2776	20130702
2777	20130703
2778	20130705
2779	20130708
2780	20130709
2781	20130710
2782	20130711
2783	20130712
2784	20130715
2785	20130716
2786	20130717
2787	20130718
2788	20130719
2789	20130722
2790	20130723
2791	20130724
2792	20130725
2793	20130726
2794	20130729
2795	20130730
2796	20130731
2797	20130801
2798	20130802
2799	20130805
2800	20130806
2801	20130807
2802	20130808
2803	20130809
2804	20130812
2805	20130813
2806	20130814
2807	20130815
2808	20130816
2809	20130819
2810	20130820
2811	20130821
2812	20130822
2813	20130823
2814	20130826
2815	20130827
2816	20130828
2817	20130829
2818	20130830
2819	20130903
2820	20130904
2821	20130905
2822	20130906
2823	20130909
2824	20130910
2825	20130911
2826	20130912
2827	20130913
2828	20130916
2829	20130917
2830	20130918
2831	20130919
2832	20130920
2833	20130923
2834	20130924
2835	20130925
2836	20130926
2837	20130927
2838	20130930
2839	20131001
2840	20131002
2841	20131003
2842	20131004
2843	20131007
2844	20131008
2845	20131009
2846	20131010
2847	20131011
2848	20131015
2849	20131016
2850	20131017
2851	20131018
2852	20131021
2853	20131022
2854	20131023
2855	20131024
2856	20131025
2857	20131028
2858	20131029
2859	20131030
2860	20131031
2861	20131101
2862	20131104
2863	20131105
2864	20131106
2865	20131107
2866	20131108
2867	20131112
2868	20131113
2869	20131114
2870	20131115
2871	20131118
2872	20131119
2873	20131120
2874	20131121
2875	20131122
2876	20131125
2877	20131126
2878	20131127
2879	20131129
2880	20131202
2881	20131203
2882	20131204
2883	20131205
2884	20131206
2885	20131209
2886	20131210
2887	20131211
2888	20131212
2889	20131213
2890	20131216
2891	20131217
2892	20131218
2893	20131219
2894	20131220
2895	20131223
2896	20131224
2897	20131226
2898	20131227
2899	20131230
2900	20131231
2901	20140102
2902	20140103
2903	20140106
2904	20140107
2905	20140108
2906	20140109
2907	20140110
2908	20140113
2909	20140114
2910	20140115
2911	20140116
2912	20140117
2913	20140121
2914	20140122
2915	20140123
2916	20140124
2917	20140127
2918	20140128
2919	20140129
2920	20140130
2921	20140131
2922	20140203
2923	20140204
2924	20140205
2925	20140206
2926	20140207
2927	20140210
2928	20140211
2929	20140212
2930	20140213
2931	20140214
2932	20140218
2933	20140219
2934	20140220
2935	20140221
2936	20140224
2937	20140225
2938	20140226
2939	20140227
2940	20140228
2941	20140303
2942	20140304
2943	20140305
2944	20140306
2945	20140307
2946	20140310
2947	20140311
2948	20140312
2949	20140313
2950	20140314
2951	20140317
2952	20140318
2953	20140319
2954	20140320
2955	20140321
2956	20140324
2957	20140325
2958	20140326
2959	20140327
2960	20140328
2961	20140331
2962	20140401
2963	20140402
2964	20140403
2965	20140404
2966	20140407
2967	20140408
2968	20140409
2969	20140410
2970	20140411
2971	20140414
2972	20140415
2973	20140416
2974	20140417
2975	20140421
2976	20140422
2977	20140423
2978	20140424
2979	20140425
2980	20140428
2981	20140429
2982	20140430
2983	20140501
2984	20140502
2985	20140505
2986	20140506
2987	20140507
2988	20140508
2989	20140509
2990	20140512
2991	20140513
2992	20140514
2993	20140515
2994	20140516
2995	20140519
2996	20140520
2997	20140521
2998	20140522
2999	20140523
3000	20140527
3001	20140528
3002	20140529
3003	20140530
3004	20140602
3005	20140603
3006	20140604
3007	20140605
3008	20140606
3009	20140609
3010	20140610
3011	20140611
3012	20140612
3013	20140613
3014	20140616
3015	20140617
3016	20140618
3017	20140619
3018	20140620
3019	20140623
3020	20140624
3021	20140625
3022	20140626
3023	20140627
3024	20140630
3025	20140701
3026	20140702
3027	20140703
3028	20140707
3029	20140708
3030	20140709
3031	20140710
3032	20140711
3033	20140714
3034	20140715
3035	20140716
3036	20140717
3037	20140718
3038	20140721
3039	20140722
3040	20140723
3041	20140724
3042	20140725
3043	20140728
3044	20140729
3045	20140730
3046	20140731
3047	20140801
3048	20140804
3049	20140805
3050	20140806
3051	20140807
3052	20140808
3053	20140811
3054	20140812
3055	20140813
3056	20140814
3057	20140815
3058	20140818
3059	20140819
3060	20140820
3061	20140821
3062	20140822
3063	20140825
3064	20140826
3065	20140827
3066	20140828
3067	20140829
3068	20140902
3069	20140903
3070	20140904
3071	20140905
3072	20140908
3073	20140909
3074	20140910
3075	20140911
3076	20140912
3077	20140915
3078	20140916
3079	20140917
3080	20140918
3081	20140919
3082	20140922
3083	20140923
3084	20140924
3085	20140925
3086	20140926
3087	20140929
3088	20140930
3089	20141001
3090	20141002
3091	20141003
3092	20141006
3093	20141007
3094	20141008
3095	20141009
3096	20141010
3097	20141014
3098	20141015
3099	20141016
3100	20141017
3101	20141020
3102	20141021
3103	20141022
3104	20141023
3105	20141024
3106	20141027
3107	20141028
3108	20141029
3109	20141030
3110	20141031
3111	20141103
3112	20141104
3113	20141105
3114	20141106
3115	20141107
3116	20141110
3117	20141112
3118	20141113
3119	20141114
3120	20141117
3121	20141118
3122	20141119
3123	20141120
3124	20141121
3125	20141124
3126	20141125
3127	20141126
3128	20141128
3129	20141201
3130	20141202
3131	20141203
3132	20141204
3133	20141205
3134	20141208
3135	20141209
3136	20141210
3137	20141211
3138	20141212
3139	20141215
3140	20141216
3141	20141217
3142	20141218
3143	20141219
3144	20141222
3145	20141223
3146	20141224
3147	20141226
3148	20141229
3149	20141230
3150	20141231
3151	20150102
3152	20150105
3153	20150106
3154	20150107
3155	20150108
3156	20150109
3157	20150112
3158	20150113
3159	20150114
3160	20150115
3161	20150116
3162	20150120
3163	20150121
3164	20150122
3165	20150123
3166	20150126
3167	20150127
3168	20150128
3169	20150129
3170	20150130
3171	20150202
3172	20150203
3173	20150204
3174	20150205
3175	20150206
3176	20150209
3177	20150210
3178	20150211
3179	20150212
3180	20150213
3181	20150217
3182	20150218
3183	20150219
3184	20150220
3185	20150223
3186	20150224
3187	20150225
3188	20150226
3189	20150227
3190	20150302
3191	20150303
3192	20150304
3193	20150305
3194	20150306
3195	20150309
3196	20150310
3197	20150311
3198	20150312
3199	20150313
3200	20150316
3201	20150317
3202	20150318
3203	20150319
3204	20150320
3205	20150323
3206	20150324
3207	20150325
3208	20150326
3209	20150327
3210	20150330
3211	20150331
3212	20150401
3213	20150402
3214	20150406
3215	20150407
3216	20150408
3217	20150409
3218	20150410
3219	20150413
3220	20150414
3221	20150415
3222	20150416
3223	20150417
3224	20150420
3225	20150421
3226	20150422
3227	20150423
3228	20150424
3229	20150427
3230	20150428
3231	20150429
3232	20150430
3233	20150501
3234	20150504
3235	20150505
3236	20150506
3237	20150507
3238	20150508
3239	20150511
3240	20150512
3241	20150513
3242	20150514
3243	20150515
3244	20150518
3245	20150519
3246	20150520
3247	20150521
3248	20150522
3249	20150526
3250	20150527
3251	20150528
3252	20150529
3253	20150601
3254	20150602
3255	20150603
3256	20150604
3257	20150605
3258	20150608
3259	20150609
3260	20150610
3261	20150611
3262	20150612
3263	20150615
3264	20150616
3265	20150617
3266	20150618
3267	20150619
3268	20150622
3269	20150623
3270	20150624
3271	20150625
3272	20150626
3273	20150629
3274	20150630
3275	20150701
3276	20150702
3277	20150706
3278	20150707
3279	20150708
3280	20150709
3281	20150710
3282	20150713
3283	20150714
3284	20150715
3285	20150716
3286	20150717
3287	20150720
3288	20150721
3289	20150722
3290	20150723
3291	20150724
3292	20150727
3293	20150728
3294	20150729
3295	20150730
3296	20150731
3297	20150803
3298	20150804
3299	20150805
3300	20150806
3301	20150807
3302	20150810
3303	20150811
3304	20150812
3305	20150813
3306	20150814
3307	20150817
3308	20150818
3309	20150819
3310	20150820
3311	20150821
3312	20150824
3313	20150825
3314	20150826
3315	20150827
3316	20150828
3317	20150831
3318	20150901
3319	20150902
3320	20150903
3321	20150904
3322	20150908
3323	20150909
3324	20150910
3325	20150911
3326	20150914
3327	20150915
3328	20150916
3329	20150917
3330	20150918
3331	20150921
3332	20150922
3333	20150923
3334	20150924
3335	20150925
3336	20150928
3337	20150929
3338	20150930
3339	20151001
3340	20151002
3341	20151005
3342	20151006
3343	20151007
3344	20151008
3345	20151009
3346	20151013
3347	20151014
3348	20151015
3349	20151016
3350	20151019
3351	20151020
3352	20151021
3353	20151022
3354	20151023
3355	20151026
3356	20151027
3357	20151028
3358	20151029
3359	20151030
3360	20151102
3361	20151103
3362	20151104
3363	20151105
3364	20151106
3365	20151109
3366	20151110
3367	20151112
3368	20151113
3369	20151116
3370	20151117
3371	20151118
3372	20151119
3373	20151120
3374	20151123
3375	20151124
3376	20151125
3377	20151127
3378	20151130
3379	20151201
3380	20151202
3381	20151203
3382	20151204
3383	20151207
3384	20151208
3385	20151209
3386	20151210
3387	20151211
3388	20151214
3389	20151215
3390	20151216
3391	20151217
3392	20151218
3393	20151221
3394	20151222
3395	20151223
3396	20151224
3397	20151228
3398	20151229
3399	20151230
3400	20151231
3401	20160104
3402	20160105
3403	20160106
3404	20160107
3405	20160108
3406	20160111
3407	20160112
3408	20160113
3409	20160114
3410	20160115
3411	20160119
3412	20160120
3413	20160121
3414	20160122
3415	20160125
3416	20160126
3417	20160127
3418	20160128
3419	20160129
3420	20160201
3421	20160202
3422	20160203
3423	20160204
3424	20160205
3425	20160208
3426	20160209
3427	20160210
3428	20160211
3429	20160212
3430	20160216
3431	20160217
3432	20160218
3433	20160219
3434	20160222
3435	20160223
3436	20160224
3437	20160225
3438	20160226
3439	20160229
3440	20160301
3441	20160302
3442	20160303
3443	20160304
3444	20160307
3445	20160308
3446	20160309
3447	20160310
3448	20160311
3449	20160314
3450	20160315
3451	20160316
3452	20160317
3453	20160318
3454	20160321
3455	20160322
3456	20160323
3457	20160324
3458	20160328
3459	20160329
3460	20160330
3461	20160331
3462	20160401
3463	20160404
3464	20160405
3465	20160406
3466	20160407
3467	20160408
3468	20160411
3469	20160412
3470	20160413
3471	20160414
3472	20160415
3473	20160418
3474	20160419
3475	20160420
3476	20160421
3477	20160422
3478	20160425
3479	20160426
3480	20160427
3481	20160428
3482	20160429
3483	20160502
3484	20160503
3485	20160504
3486	20160505
3487	20160506
3488	20160509
3489	20160510
3490	20160511
3491	20160512
3492	20160513
3493	20160516
3494	20160517
3495	20160518
3496	20160519
3497	20160520
3498	20160523
3499	20160524
3500	20160525
3501	20160526
3502	20160527
3503	20160531
3504	20160601
3505	20160602
3506	20160603
3507	20160606
3508	20160607
3509	20160608
3510	20160609
3511	20160610
3512	20160613
3513	20160614
3514	20160615
3515	20160616
3516	20160617
3517	20160620
3518	20160621
3519	20160622
3520	20160623
3521	20160624
3522	20160627
3523	20160628
3524	20160629
3525	20160630
3526	20160701
3527	20160705
3528	20160706
3529	20160707
3530	20160708
3531	20160711
3532	20160712
3533	20160713
3534	20160714
3535	20160715
3536	20160718
3537	20160719
3538	20160720
3539	20160721
3540	20160722
3541	20160725
3542	20160726
3543	20160727
3544	20160728
3545	20160729
3546	20160801
3547	20160802
3548	20160803
3549	20160804
3550	20160805
3551	20160808
3552	20160809
3553	20160810
3554	20160811
3555	20160812
3556	20160815
3557	20160816
3558	20160817
3559	20160818
3560	20160819
3561	20160822
3562	20160823
3563	20160824
3564	20160825
3565	20160826
3566	20160829
3567	20160830
3568	20160831
3569	20160901
3570	20160902
3571	20160906
3572	20160907
3573	20160908
3574	20160909
3575	20160912
3576	20160913
3577	20160914
3578	20160915
3579	20160916
3580	20160919
3581	20160920
3582	20160921
3583	20160922
3584	20160923
3585	20160926
3586	20160927
3587	20160928
3588	20160929
3589	20160930
3590	20161003
3591	20161004
3592	20161005
3593	20161006
3594	20161007
3595	20161011
3596	20161012
3597	20161013
3598	20161014
3599	20161017
3600	20161018
3601	20161019
3602	20161020
3603	20161021
3604	20161024
3605	20161025
3606	20161026
3607	20161027
3608	20161028
3609	20161031
3610	20161101
3611	20161102
3612	20161103
3613	20161104
3614	20161107
3615	20161108
3616	20161109
3617	20161110
3618	20161114
3619	20161115
3620	20161116
3621	20161117
3622	20161118
3623	20161121
3624	20161122
3625	20161123
3626	20161125
3627	20161128
3628	20161129
3629	20161130
3630	20161201
3631	20161202
3632	20161205
3633	20161206
3634	20161207
3635	20161208
3636	20161209
3637	20161212
3638	20161213
3639	20161214
3640	20161215
3641	20161216
3642	20161219
3643	20161220
3644	20161221
3645	20161222
3646	20161223
3647	20161227
3648	20161228
3649	20161229
3650	20161230
3651	20170103
3652	20170104
3653	20170105
3654	20170106
3655	20170109
3656	20170110
3657	20170111
3658	20170112
3659	20170113
3660	20170117
3661	20170118
3662	20170119
3663	20170120
3664	20170123
3665	20170124
3666	20170125
3667	20170126
3668	20170127
3669	20170130
3670	20170131
3671	20170201
3672	20170202
3673	20170203
3674	20170206
3675	20170207
3676	20170208
3677	20170209
3678	20170210
3679	20170213
3680	20170214
3681	20170215
3682	20170216
3683	20170217
3684	20170221
3685	20170222
3686	20170223
3687	20170224
3688	20170227
3689	20170228
3690	20170301
3691	20170302
3692	20170303
3693	20170306
3694	20170307
3695	20170308
3696	20170309
3697	20170310
3698	20170313
3699	20170314
3700	20170315
3701	20170316
3702	20170317
3703	20170320
3704	20170321
3705	20170322
3706	20170323
3707	20170324
3708	20170327
3709	20170328
3710	20170329
3711	20170330
3712	20170331
3713	20170403
3714	20170404
3715	20170405
3716	20170406
3717	20170407
3718	20170410
3719	20170411
3720	20170412
3721	20170413
3722	20170417
3723	20170418
3724	20170419
3725	20170420
3726	20170421
3727	20170424
3728	20170425
3729	20170426
3730	20170427
3731	20170428
3732	20170501
3733	20170502
3734	20170503
3735	20170504
3736	20170505
3737	20170508
3738	20170509
3739	20170510
3740	20170511
3741	20170512
3742	20170515
3743	20170516
3744	20170517
3745	20170518
3746	20170519
3747	20170522
3748	20170523
3749	20170524
3750	20170525
3751	20170526
3752	20170530
3753	20170531
3754	20170601
3755	20170602
3756	20170605
3757	20170606
3758	20170607
3759	20170608
3760	20170609
3761	20170612
3762	20170613
3763	20170614
3764	20170615
3765	20170616
3766	20170619
3767	20170620
3768	20170621
3769	20170622
3770	20170623
3771	20170626
3772	20170627
3773	20170628
3774	20170629
3775	20170630
3776	20170703
3777	20170705
3778	20170706
3779	20170707
3780	20170710
3781	20170711
3782	20170712
3783	20170713
3784	20170714
3785	20170717
3786	20170718
3787	20170719
3788	20170720
3789	20170721
3790	20170724
3791	20170725
3792	20170726
3793	20170727
3794	20170728
3795	20170731
3796	20170801
3797	20170802
3798	20170803
3799	20170804
3800	20170807
3801	20170808
3802	20170809
3803	20170810
3804	20170811
3805	20170814
3806	20170815
3807	20170816
3808	20170817
3809	20170818
3810	20170821
3811	20170822
3812	20170823
3813	20170824
3814	20170825
3815	20170828
3816	20170829
3817	20170830
3818	20170831
3819	20170901
3820	20170905
3821	20170906
3822	20170907
3823	20170908
3824	20170911
3825	20170912
3826	20170913
3827	20170914
3828	20170915
3829	20170918
3830	20170919
3831	20170920
3832	20170921
3833	20170922
3834	20170925
3835	20170926
3836	20170927
3837	20170928
3838	20170929
3839	20171002
3840	20171003
3841	20171004
3842	20171005
3843	20171006
3844	20171010
3845	20171011
3846	20171012
3847	20171013
3848	20171016
3849	20171017
3850	20171018
3851	20171019
3852	20171020
3853	20171023
3854	20171024
3855	20171025
3856	20171026
3857	20171027
3858	20171030
3859	20171031
3860	20171101
3861	20171102
3862	20171103
3863	20171106
3864	20171107
3865	20171108
3866	20171109
3867	20171110
3868	20171113
3869	20171114
3870	20171115
3871	20171116
3872	20171117
3873	20171120
3874	20171121
3875	20171122
3876	20171124
3877	20171127
3878	20171128
3879	20171129
3880	20171130
3881	20171201
3882	20171204
3883	20171205
3884	20171206
3885	20171207
3886	20171208
3887	20171211
3888	20171212
3889	20171213
3890	20171214
3891	20171215
3892	20171218
3893	20171219
3894	20171220
3895	20171221
3896	20171222
3897	20171226
3898	20171227
3899	20171228
3900	20171229
3901	20180102
3902	20180103
3903	20180104
3904	20180105
3905	20180108
3906	20180109
3907	20180110
3908	20180111
3909	20180112
3910	20180116
3911	20180117
3912	20180118
3913	20180119
3914	20180122
3915	20180123
3916	20180124
3917	20180125
3918	20180126
3919	20180129
3920	20180130
3921	20180131
3922	20180201
3923	20180202
3924	20180205
3925	20180206
3926	20180207
3927	20180208
3928	20180209
3929	20180212
3930	20180213
3931	20180214
3932	20180215
3933	20180216
3934	20180220
3935	20180221
3936	20180222
3937	20180223
3938	20180226
3939	20180227
3940	20180228
3941	20180301
3942	20180302
3943	20180305
3944	20180306
3945	20180307
3946	20180308
3947	20180309
3948	20180312
3949	20180313
3950	20180314
3951	20180315
3952	20180316
3953	20180319
3954	20180320
3955	20180321
3956	20180322
3957	20180323
3958	20180326
3959	20180327
3960	20180328
3961	20180329
3962	20180402
3963	20180403
3964	20180404
3965	20180405
3966	20180406
3967	20180409
3968	20180410
3969	20180411
3970	20180412
3971	20180413
3972	20180416
3973	20180417
3974	20180418
3975	20180419
3976	20180420
3977	20180423
3978	20180424
3979	20180425
3980	20180426
3981	20180427
3982	20180430
3983	20180501
3984	20180502
3985	20180503
3986	20180504
3987	20180507
3988	20180508
3989	20180509
3990	20180510
3991	20180511
3992	20180514
3993	20180515
3994	20180516
3995	20180517
3996	20180518
3997	20180521
3998	20180522
3999	20180523
4000	20180524
4001	20180525
4002	20180529
4003	20180530
4004	20180531
4005	20180601
4006	20180604
4007	20180605
