"","dt","SIC_CODE","investment_Barc","percent_investment_Barc","investment_BofA","percent_investment_BofA","junk_Barc","percent_junk_Barc","junk_BofA","percent_junk_BofA","distressed_Barc","percent_distressed_Barc","distressed_BofA","percent_distressed_BofA"
"260",2005-02-28,3577,150000,0.103448275862069,150000,0.103448275862069,0,0,0,0,0,0,0,0
"261",2005-02-28,4412,450000,0.310344827586207,450000,0.310344827586207,0,0,0,0,0,0,0,0
"262",2005-02-28,4941,0,0,0,0,350000,0.0153293790835002,350000,0.730727073438071,0,0,0,0
"263",2005-02-28,6021,0,0,0,0,22428000,0.982306611670694,75000,0.156584372879587,0,0,0,0
"264",2005-02-28,6712,0,0,0,0,53975,0.0023640092458055,53975,0.112688553682342,0,0,0,0
"265",2005-02-28,8063,850000,0.586206896551724,850000,0.586206896551724,0,0,0,0,0,0,0,0
"266",2005-03-31,2015,2e+05,0.106965256614999,2e+05,0.146010340452311,0,0,0,0,0,0,0,0
"267",2005-03-31,2810,1e+05,0.0534826283074994,1e+05,0.0730051702261554,0,0,0,0,0,0,0,0
"268",2005-03-31,3442,125000,0.0668532853843743,125000,0.0912564627826943,0,0,0,0,0,0,0,0
"269",2005-03-31,3812,0,0,0,0,0,0,0,0,925000,0.589547482472913,925000,0.571340333539222
"270",2005-03-31,4910,0,0,0,0,0,0,0,0,94000,0.0599107711918419,94000,0.0580605311920939
"271",2005-03-31,5331,0,0,0,0,0,0,0,0,550000,0.350541746335245,6e+05,0.370599135268684
"272",2005-03-31,6311,1444766,0.772698829693127,944766,0.689728026538839,0,0,0,0,0,0,0,0
"273",2005-03-31,7513,0,0,0,0,90000,1,89000,1,0,0,0,0
"274",2005-04-29,181,175000,0.0187091119041161,175000,0.0209487233907819,0,0,0,0,0,0,0,0
"275",2005-04-29,2800,175000,0.0187091119041161,175000,0.0209487233907819,0,0,0,0,0,0,0,0
"276",2005-04-29,3420,0,0,0,0,0,0,0,0,725000,0.501730103806228,725000,0.55984555984556
"277",2005-04-29,3743,0,0,0,0,0,0,0,0,720000,0.498269896193772,570000,0.44015444015444
"278",2005-04-29,4841,4600000,0.491782370051052,3600000,0.430945166896085,0,0,0,0,0,0,0,0
"279",2005-04-29,5311,3603731,0.385272037436185,3603731,0.431391793678777,0,0,0,0,0,0,0,0
"280",2005-04-29,6282,0,0,0,0,1800000,1,1800000,1,0,0,0,0
"281",2005-04-29,7375,8e+05,0.0855273687045308,8e+05,0.0957655926435745,0,0,0,0,0,0,0,0
"282",2005-05-31,2000,0,0,0,0,0,0,0,0,4586000,0.958211450062683,1800000,0.9
"283",2005-05-31,2800,250000,0.714285714285714,250000,0.714285714285714,0,0,0,0,0,0,0,0
"284",2005-05-31,3421,0,0,0,0,1700000,0.0762755595474095,1700000,0.0745704337266456,0,0,0,0
"285",2005-05-31,3743,1e+05,0.285714285714286,1e+05,0.285714285714286,0,0,0,0,0,0,0,0
"286",2005-05-31,4899,0,0,0,0,225000,0.0100952946459807,475000,0.0208358564824451,0,0,0,0
"287",2005-05-31,5331,0,0,0,0,14421140,0.647047366359723,14421140,0.632582743901575,0,0,0,0
"288",2005-05-31,6311,0,0,0,0,5941471,0.266581779446886,6201099,0.272010965889334,0,0,0,0
"289",2005-05-31,7389,0,0,0,0,0,0,0,0,2e+05,0.0417885499373172,2e+05,0.1
"290",2005-06-30,2038,0,0,0,0,0,0,0,0,3050000,0.753086419753086,3050000,0.772151898734177
"291",2005-06-30,2834,0,0,0,0,9150000,0.938461538461538,9150000,0.938461538461538,0,0,0,0
"292",2005-06-30,3499,110000,0.0319767441860465,110000,0.0359241973309628,0,0,0,0,0,0,0,0
"293",2005-06-30,3829,0,0,0,0,6e+05,0.0615384615384615,6e+05,0.0615384615384615,0,0,0,0
"294",2005-06-30,4911,2905000,0.844476744186046,2527003,0.825277767526681,0,0,0,0,0,0,0,0
"295",2005-06-30,5531,425000,0.123546511627907,425000,0.138798035142356,0,0,0,0,0,0,0,0
"296",2005-06-30,6330,0,0,0,0,0,0,0,0,1e+06,0.246913580246914,9e+05,0.227848101265823
"297",2005-06-30,7832,0,0,0,0,0,0,0,0,0,0,0,0
"298",2005-07-29,2080,0,0,0,0,850000,1,850000,1,0,0,0,0
"299",2005-07-29,2842,0,0,0,0,0,0,0,0,875000,0.189189189189189,875000,0.271317829457364
"300",2005-07-29,3524,225000,0.255681818181818,225000,0.0478214665249734,0,0,0,0,0,0,0,0
"301",2005-07-29,3845,0,0,0,0,0,0,0,0,7e+05,0.151351351351351,350000,0.108527131782946
"302",2005-07-29,4922,115000,0.130681818181818,4140000,0.879914984059511,0,0,0,0,0,0,0,0
"303",2005-07-29,5731,0,0,0,0,0,0,0,0,150000,0.0324324324324324,150000,0.0465116279069767
"304",2005-07-29,6331,0,0,0,0,0,0,0,0,2900000,0.627027027027027,1850000,0.573643410852713
"305",2005-07-29,7941,540000,0.613636363636364,340000,0.0722635494155154,0,0,0,0,0,0,0,0
"306",2005-08-31,2011,2e+05,0.0568542648942539,2e+05,0.0922608805562962,0,0,0,0,0,NA,0,NA
"307",2005-08-31,2812,1e+05,0.028427132447127,1e+05,0.0461304402781481,0,0,0,0,0,NA,0,NA
"308",2005-08-31,3420,6e+05,0.170562794682762,6e+05,0.276782641668889,0,0,0,0,0,NA,0,NA
"309",2005-08-31,3743,0,0,0,0,476486,0.0490167254301717,626486,0.0628315277097742,0,NA,0,NA
"310",2005-08-31,4899,3e+05,0.0852813973413809,3e+05,0.138391320834444,0,0,0,0,0,NA,0,NA
"311",2005-08-31,5331,0,0,0,0,9244400,0.950983274569828,9344400,0.937168472290226,0,NA,0,NA
"312",2005-08-31,6311,2192766,0.623340495075568,842766,0.388771666314538,0,0,0,0,0,NA,0,NA
"313",2005-08-31,7382,125000,0.0355339155589087,125000,0.0576630503476851,0,0,0,0,0,NA,0,NA
"314",2005-09-30,1311,2900000,0.446153846153846,2525000,0.540106951871658,0,0,0,0,0,NA,0,NA
"315",2005-09-30,2670,0,0,0,0,2e+06,1,2e+06,1,0,NA,0,NA
"316",2005-09-30,3221,1900000,0.292307692307692,450000,0.0962566844919786,0,0,0,0,0,NA,0,NA
"317",2005-09-30,3672,3e+05,0.0461538461538462,3e+05,0.0641711229946524,0,0,0,0,0,NA,0,NA
"318",2005-09-30,4813,0,0,0,0,0,0,0,0,0,NA,0,NA
"319",2005-09-30,5122,1200000,0.184615384615385,1200000,0.25668449197861,0,0,0,0,0,NA,0,NA
"320",2005-09-30,6153,0,0,0,0,0,0,0,0,0,NA,0,NA
"321",2005-09-30,7261,2e+05,0.0307692307692308,2e+05,0.0427807486631016,0,0,0,0,0,NA,0,NA
"322",2005-10-31,2011,160000,0.037800341431584,160000,0.0750199506181175,0,0,0,0,0,0,0,0
"323",2005-10-31,2810,0,0,0,0,0,0,0,0,319000,1,444000,1
"324",2005-10-31,3432,380000,0.089775810900012,380000,0.178172382718029,0,0,0,0,0,0,0,0
"325",2005-10-31,3743,150000,0.03543782009211,150000,0.0703312037044852,0,0,0,0,0,0,0,0
"326",2005-10-31,4899,3e+05,0.07087564018422,3e+05,0.14066240740897,0,0,0,0,0,0,0,0
"327",2005-10-31,5311,1050000,0.24806474064477,3e+05,0.14066240740897,0,0,0,0,0,0,0,0
"328",2005-10-31,6311,2192766,0.518045646747304,842766,0.395151648141428,0,0,0,0,0,0,0,0
"329",2005-10-31,7389,0,0,0,0,260000,1,335000,1,0,0,0,0
"330",2005-11-30,1531,8e+06,0.728048429781549,2850000,0.467728382742956,0,NA,0,NA,0,0,0,0
"331",2005-11-30,2741,775000,0.0705296916350876,775000,0.127189297061681,0,NA,0,NA,0,0,0,0
"332",2005-11-30,3357,0,0,0,0,0,NA,0,NA,0,0,0,0
"333",2005-11-30,3721,0,0,0,0,0,NA,0,NA,2950000,1,2250000,1
"334",2005-11-30,4833,1610000,0.146519746493537,1965000,0.322486411259617,0,NA,0,NA,0,0,0,0
"335",2005-11-30,5192,110000,0.0100106659094963,110000,0.018052674421658,0,NA,0,NA,0,0,0,0
"336",2005-11-30,6211,368280,0.0335157094649936,268280,0.0440288317622036,0,NA,0,NA,0,0,0,0
"337",2005-11-30,7373,125000,0.0113757567153367,125000,0.020514402751884,0,NA,0,NA,0,0,0,0
"338",2005-12-30,1321,0,0,0,0,0,NA,0,NA,850000,0.094445525321012,850000,0.094445525321012
"339",2005-12-30,2672,0,0,0,0,0,NA,0,NA,0,0,0,0
"340",2005-12-30,3272,0,0,0,0,0,NA,0,NA,149897,0.0166554128341691,149897,0.0166554128341691
"341",2005-12-30,3690,0,0,0,0,0,NA,0,NA,0,0,0,0
"342",2005-12-30,4813,0,0,0,0,0,NA,0,NA,0,0,0,0
"343",2005-12-30,5112,150000,1,150000,1,0,NA,0,NA,0,0,0,0
"344",2005-12-30,6153,0,0,0,0,0,NA,0,NA,7750000,0.861120966162168,7750000,0.861120966162168
"345",2005-12-30,7312,0,0,0,0,0,NA,0,NA,250000,0.0277780956826506,250000,0.0277780956826506
"346",2006-01-31,1389,150000,0.0641573994867408,150000,0.0371011625030918,0,NA,0,NA,0,0,0,0
"347",2006-01-31,2711,0,0,0,0,0,NA,0,NA,1850000,0.106647370986658,1850000,0.116742164139735
"348",2006-01-31,3312,233000,0.0996578272027374,233000,0.0576304724214692,0,NA,0,NA,0,0,0,0
"349",2006-01-31,3714,1155000,0.494011976047904,1185000,0.293099183774425,0,NA,0,NA,0,0,0,0
"350",2006-01-31,4813,50000,0.0213857998289136,1200000,0.296809300024734,0,NA,0,NA,0,0,0,0
"351",2006-01-31,5153,0,0,0,0,0,NA,0,NA,1900000,0.109529732364675,4e+05,0.025241549003186
"352",2006-01-31,6172,0,0,0,0,0,NA,0,NA,13596888,0.783822896648667,13596888,0.858016286857079
"353",2006-01-31,7359,750000,0.320786997433704,1275000,0.31535988127628,0,NA,0,NA,0,0,0,0
"354",2006-02-28,1382,2e+05,0.0459770114942529,2e+05,0.0418848167539267,0,NA,0,NA,0,0,0,0
"355",2006-02-28,2711,1300000,0.298850574712644,2e+05,0.0418848167539267,0,NA,0,NA,0,0,0,0
"356",2006-02-28,3312,1725000,0.396551724137931,1575000,0.329842931937173,0,NA,0,NA,0,0,0,0
"357",2006-02-28,3714,0,0,0,0,0,NA,0,NA,0,0,0,0
"358",2006-02-28,4813,50000,0.0114942528735632,1200000,0.25130890052356,0,NA,0,NA,0,0,0,0
"359",2006-02-28,5159,325000,0.0747126436781609,325000,0.0680628272251309,0,NA,0,NA,0,0,0,0
"360",2006-02-28,6172,0,0,0,0,0,NA,0,NA,12595555,1,12595555,1
"361",2006-02-28,7359,750000,0.172413793103448,1275000,0.267015706806283,0,NA,0,NA,0,0,0,0
"362",2006-03-31,1011,0,0,0,0,1e+05,1,1e+05,1,0,0,0,0
"363",2006-03-31,2510,0,0,0,0,0,0,0,0,778500,0.0667998659712387,778500,0.129136601144563
"364",2006-03-31,2990,175000,0.0979712669868181,175000,0.0686028077757166,0,0,0,0,0,0,0,0
"365",2006-03-31,3590,1e+05,0.0559835811353246,1e+05,0.0392016044432667,0,0,0,0,0,0,0,0
"366",2006-03-31,4512,761238,0.426168293362923,1525916,0.598183554456517,0,0,0,0,0,0,0,0
"367",2006-03-31,5045,2e+05,0.111967162270649,2e+05,0.0784032088865333,0,0,0,0,0,0,0,0
"368",2006-03-31,6035,0,0,0,0,0,0,0,0,10875715,0.933200134028761,5250000,0.870863398855437
"369",2006-03-31,6799,375000,0.209938429257467,375000,0.14700601666225,0,0,0,0,0,0,0,0
"370",2006-03-31,8222,175000,0.0979712669868181,175000,0.0686028077757166,0,0,0,0,0,0,0,0
"371",2006-04-28,1799,130000,0.0328697850821745,130000,0.0270551508844953,0,0,0,0,0,0,0,0
"372",2006-04-28,2782,175000,0.0442477876106195,175000,0.036420395421436,0,0,0,0,0,0,0,0
"373",2006-04-28,3412,150000,0.0379266750948167,150000,0.0312174817898023,0,0,0,0,0,0,0,0
"374",2006-04-28,3730,0,0,0,0,0,0,0,0,3100000,1,3100000,1
"375",2006-04-28,4899,3e+05,0.0758533501896334,3e+05,0.0624349635796046,0,0,0,0,0,0,0,0
"376",2006-04-28,5311,1400000,0.353982300884956,1400000,0.291363163371488,0,0,0,0,0,0,0,0
"377",2006-04-28,6321,0,0,0,0,2050233,1,2050233,1,0,0,0,0
"378",2006-04-28,7510,1800000,0.4551201011378,2650000,0.551508844953174,0,0,0,0,0,0,0,0
"379",2006-05-31,2392,185000,0.0459285004965243,185000,0.0650721069293,0,0,0,0,0,0,0,0
"380",2006-05-31,2911,0,0,0,0,3e+05,1,3e+05,1,0,0,0,0
"381",2006-05-31,3585,0,0,0,0,0,0,0,0,625000,0.782329614868519,625000,0.427014071650912
"382",2006-05-31,4512,0,0,0,0,0,0,0,0,173896,0.217670385131481,838652,0.572985928349088
"383",2006-05-31,5010,125000,0.0310327706057597,125000,0.0439676398170946,0,0,0,0,0,0,0,0
"384",2006-05-31,6029,2518000,0.625124131082423,1543000,0.542736545902216,0,0,0,0,0,0,0,0
"385",2006-05-31,6798,1e+06,0.248262164846077,790000,0.277875483644038,0,0,0,0,0,0,0,0
"386",2006-05-31,8099,2e+05,0.0496524329692155,2e+05,0.0703482237073514,0,0,0,0,0,0,0,0
"387",2006-06-30,1530,0,0,0,0,0,0,0,0,3560000,0.680688336520076,3560000,0.680688336520076
"388",2006-06-30,2731,4e+05,0.48780487804878,4e+05,0.48780487804878,0,0,0,0,0,0,0,0
"389",2006-06-30,3331,0,0,0,0,0,0,0,0,1200000,0.229445506692161,1200000,0.229445506692161
"390",2006-06-30,3721,270000,0.329268292682927,270000,0.329268292682927,0,0,0,0,0,0,0,0
"391",2006-06-30,4841,0,0,0,0,2900000,0.325842696629214,5900000,0.495798319327731,0,0,0,0
"392",2006-06-30,5211,0,0,0,0,6e+06,0.674157303370786,6e+06,0.504201680672269,0,0,0,0
"393",2006-06-30,6282,0,0,0,0,0,0,0,0,470000,0.0898661567877629,470000,0.0898661567877629
"394",2006-06-30,7375,150000,0.182926829268293,150000,0.182926829268293,0,0,0,0,0,0,0,0
"395",2006-07-31,2131,0,0,0,0,2e+05,0.0795228628230616,2e+05,0.0795228628230616,0,0,0,0
"396",2006-07-31,2869,750000,0.675675675675676,150000,0.211267605633803,0,0,0,0,0,0,0,0
"397",2006-07-31,3562,110000,0.0990990990990991,110000,0.154929577464789,0,0,0,0,0,0,0,0
"398",2006-07-31,4400,250000,0.225225225225225,450000,0.633802816901408,0,0,0,0,0,0,0,0
"399",2006-07-31,4932,0,0,0,0,0,0,0,0,50000,0.0555555555555556,50000,0.111111111111111
"400",2006-07-31,6021,0,0,0,0,0,0,0,0,0,0,0,0
"401",2006-07-31,6700,0,0,0,0,2315000,0.920477137176938,2315000,0.920477137176938,0,0,0,0
"402",2006-07-31,8062,0,0,0,0,0,0,0,0,850000,0.944444444444444,4e+05,0.888888888888889
"403",2006-08-31,1221,6e+05,0.19672131147541,6e+05,0.19672131147541,0,NA,0,NA,0,0,0,0
"404",2006-08-31,2522,0,0,0,0,0,NA,0,NA,175000,0.207100591715976,175000,0.271317829457364
"405",2006-08-31,3021,0,0,0,0,0,NA,0,NA,170000,0.201183431952663,170000,0.263565891472868
"406",2006-08-31,3633,0,0,0,0,0,NA,0,NA,0,0,0,0
"407",2006-08-31,4612,175000,0.0573770491803279,175000,0.0573770491803279,0,NA,0,NA,0,0,0,0
"408",2006-08-31,5065,1125000,0.368852459016393,1125000,0.368852459016393,0,NA,0,NA,0,0,0,0
"409",2006-08-31,6140,0,0,0,0,0,NA,0,NA,5e+05,0.591715976331361,3e+05,0.465116279069767
"410",2006-08-31,7011,1150000,0.377049180327869,1150000,0.377049180327869,0,NA,0,NA,0,0,0,0
"411",2006-08-31,8734,0,0,0,0,0,NA,0,NA,0,0,0,0
"412",2006-09-29,2040,0,0,0,0,0,NA,0,NA,7964250,0.990670771527195,7964250,0.990670771527195
"413",2006-09-29,2821,525000,0.169902912621359,225000,0.0860420650095602,0,NA,0,NA,0,0,0,0
"414",2006-09-29,3490,315000,0.101941747572816,315000,0.120458891013384,0,NA,0,NA,0,0,0,0
"415",2006-09-29,3827,0,0,0,0,0,NA,0,NA,75000,0.0093292284728053,75000,0.0093292284728053
"416",2006-09-29,4922,0,0,0,0,0,NA,0,NA,0,0,0,0
"417",2006-09-29,5500,1375000,0.444983818770227,1375000,0.525812619502868,0,NA,0,NA,0,0,0,0
"418",2006-09-29,6324,675000,0.218446601941748,5e+05,0.191204588910134,0,NA,0,NA,0,0,0,0
"419",2006-09-29,7830,2e+05,0.0647249190938511,2e+05,0.0764818355640535,0,NA,0,NA,0,0,0,0
"420",2006-10-31,1389,150000,0.024390243902439,150000,0.024390243902439,0,0,0,0,0,0,0,0
"421",2006-10-31,2672,0,0,0,0,0,0,0,0,0,0,0,0
"422",2006-10-31,3272,0,0,0,0,0,0,0,0,149897,0.0158521538685899,149897,0.00627605278705655
"423",2006-10-31,3711,5700000,0.926829268292683,5700000,0.926829268292683,0,0,0,0,0,0,0,0
"424",2006-10-31,4813,0,0,0,0,0,0,0,0,8495001,0.898377305521958,22970000,0.961733273639159
"425",2006-10-31,5141,0,0,0,0,1e+05,1,1e+05,1,0,0,0,0
"426",2006-10-31,6159,0,0,0,0,0,0,0,0,811041,0.0857705406094519,764064,0.0319906735737845
"427",2006-10-31,7353,3e+05,0.0487804878048781,3e+05,0.0487804878048781,0,0,0,0,0,0,0,0
"428",2006-11-30,1531,2515000,0.564154329295648,2515000,0.48106350420811,0,NA,0,NA,0,0,0,0
"429",2006-11-30,2721,550000,0.123373710183939,550000,0.105202754399388,0,NA,0,NA,0,0,0,0
"430",2006-11-30,3317,150000,0.0336473755047106,150000,0.0286916602907422,0,NA,0,NA,0,0,0,0
"431",2006-11-30,3720,0,0,0,0,0,NA,0,NA,978000,0.0588987062098207,978000,0.0588987062098207
"432",2006-11-30,4833,225000,0.0504710632570659,725000,0.13867635807192,0,NA,0,NA,0,0,0,0
"433",2006-11-30,5172,413000,0.0926424405563033,333000,0.0636954858454476,0,NA,0,NA,0,0,0,0
"434",2006-11-30,6172,0,0,0,0,0,NA,0,NA,15626779,0.941101293790179,15626779,0.941101293790179
"435",2006-11-30,7372,605000,0.135711081202333,955000,0.182670237184392,0,NA,0,NA,0,0,0,0
"436",2006-12-29,2241,175000,0.0183910461877989,175000,0.0295832881131644,0,0,0,0,0,0,0,0
"437",2006-12-29,2870,0,0,0,0,0,0,0,0,1400000,1,9e+05,1
"438",2006-12-29,3562,452000,0.0475014450107719,452000,0.0764094070122874,0,0,0,0,0,0,0,0
"439",2006-12-29,4220,135000,0.0141873784877305,135000,0.0228213936872982,0,0,0,0,0,0,0,0
"440",2006-12-29,4931,7503500,0.788555514686564,4053502,0.685233814475931,0,0,0,0,0,0,0,0
"441",2006-12-29,6020,0,0,0,0,3e+05,0.952380952380952,3e+05,0.952380952380952,0,0,0,0
"442",2006-12-29,6712,0,0,0,0,15000,0.0476190476190476,15000,0.0476190476190476,0,0,0,0
"443",2006-12-29,8062,1250000,0.131364615627135,1100000,0.185952096711319,0,0,0,0,0,0,0,0
"444",2007-01-31,1711,130000,0.143646408839779,130000,0.143646408839779,0,0,0,0,0,0,0,0
"445",2007-01-31,2741,775000,0.856353591160221,775000,0.856353591160221,0,0,0,0,0,0,0,0
"446",2007-01-31,3353,0,0,0,0,150000,0.0188087774294671,150000,0.6,0,0,0,0
"447",2007-01-31,3724,0,0,0,0,0,0,0,0,0,0,0,0
"448",2007-01-31,4841,0,0,0,0,7825000,0.981191222570533,1e+05,0.4,0,0,0,0
"449",2007-01-31,5211,0,0,0,0,0,0,0,0,405000,0.139318885448916,405000,0.139318885448916
"450",2007-01-31,6289,0,0,0,0,0,0,0,0,2000,0.000687994496044032,2000,0.000687994496044032
"451",2007-01-31,7389,0,0,0,0,0,0,0,0,2500000,0.85999312005504,2500000,0.85999312005504
"452",2007-02-28,1531,2515000,0.515129232918294,2515000,0.442604804065981,0,NA,0,NA,0,0,0,0
"453",2007-02-28,2711,325000,0.0665673959039545,325000,0.0571954518176715,0,NA,0,NA,0,0,0,0
"454",2007-02-28,3317,175000,0.0358439824098217,175000,0.0307975509787462,0,NA,0,NA,0,0,0,0
"455",2007-02-28,3714,1400000,0.286751859278573,2200000,0.387169212304238,0,NA,0,NA,0,0,0,0
"456",2007-02-28,4833,0,0,0,0,0,NA,0,NA,7e+05,0.756756756756757,4e+05,0.64
"457",2007-02-28,5191,2e+05,0.0409645513255105,2e+05,0.035197201118567,0,NA,0,NA,0,0,0,0
"458",2007-02-28,6211,267270,0.0547429781638459,267270,0.0470357797147971,0,NA,0,NA,0,0,0,0
"459",2007-02-28,7375,0,0,0,0,0,NA,0,NA,225000,0.243243243243243,225000,0.36
"460",2007-03-30,2047,0,0,0,0,0,NA,0,NA,150000,0.0319337141251333,150000,0.0319337141251333
"461",2007-03-30,2821,0,0,0,0,0,NA,0,NA,4547230,0.968066285874867,4547230,0.968066285874867
"462",2007-03-30,3490,315000,0.0450643776824034,315000,0.0446049214663096,0,NA,0,NA,0,0,0,0
"463",2007-03-30,3826,3e+05,0.0429184549356223,3e+05,0.0424808775869615,0,NA,0,NA,0,0,0,0
"464",2007-03-30,4911,1650000,0.236051502145923,1722001,0.243840378952085,0,NA,0,NA,0,0,0,0
"465",2007-03-30,5531,225000,0.0321888412017167,225000,0.0318606581902212,0,NA,0,NA,0,0,0,0
"466",2007-03-30,6331,4350000,0.622317596566524,4350000,0.615972725010942,0,NA,0,NA,0,0,0,0
"467",2007-03-30,7948,150000,0.0214592274678112,150000,0.0212404387934808,0,NA,0,NA,0,0,0,0
"468",2007-04-30,2030,0,0,0,0,450000,1,450000,1,0,0,0,0
"469",2007-04-30,2812,3e+05,0.131859669665156,3e+05,0.0568720379146919,0,0,0,0,0,0,0,0
"470",2007-04-30,3440,0,0,0,0,0,0,0,0,150000,0.00894988066825776,150000,0.00885582713425434
"471",2007-04-30,3812,75000,0.0329649174162889,75000,0.014218009478673,0,0,0,0,0,0,0,0
"472",2007-04-30,4911,0,0,0,0,0,0,0,0,10210000,0.609188544152745,10388000,0.613295548470894
"473",2007-04-30,5411,1700146,0.747268966475119,4700000,0.890995260663507,0,0,0,0,0,0,0,0
"474",2007-04-30,6324,0,0,0,0,0,0,0,0,6400000,0.381861575178998,6400000,0.377848624394852
"475",2007-04-30,7830,2e+05,0.087906446443437,2e+05,0.037914691943128,0,0,0,0,0,0,0,0
"476",2007-05-31,1381,175000,0.020446024772871,175000,0.0394588500563698,0,0,0,0,0,0,0,0
"477",2007-05-31,2670,0,0,0,0,0,0,0,0,250000,1,250000,1
"478",2007-05-31,3231,520000,0.0607539021822451,520000,0.117249154453213,0,0,0,0,0,0,0,0
"479",2007-05-31,3690,0,0,0,0,0,0,0,0,0,0,0,0
"480",2007-05-31,4812,5005000,0.584756308504109,2800000,0.631341600901917,0,0,0,0,0,0,0,0
"481",2007-05-31,5141,0,0,0,0,1e+05,1,1e+05,1,0,0,0,0
"482",2007-05-31,6159,1469121,0.171643910630543,75000,0.0169109357384442,0,0,0,0,0,0,0,0
"483",2007-05-31,7359,1390000,0.162399853910232,865000,0.195039458850056,0,0,0,0,0,0,0,0
"484",2007-06-29,2099,0,0,0,0,575000,0.386424731182796,575000,0.395189003436426,0,0,0,0
"485",2007-06-29,2860,1065000,0.702970297029703,1065000,0.702970297029703,0,0,0,0,0,0,0,0
"486",2007-06-29,3559,75000,0.0495049504950495,75000,0.0495049504950495,0,0,0,0,0,0,0,0
"487",2007-06-29,4011,0,0,0,0,0,0,0,0,1344584,0.950515487238651,828179,0.922064532793575
"488",2007-06-29,4931,0,0,0,0,913000,0.613575268817204,880000,0.604810996563574,0,0,0,0
"489",2007-06-29,5961,175000,0.115511551155116,175000,0.115511551155116,0,0,0,0,0,0,0,0
"490",2007-06-29,6513,0,0,0,0,0,0,0,0,70000,0.0494845127613489,70000,0.0779354672064254
"491",2007-06-29,8051,2e+05,0.132013201320132,2e+05,0.132013201320132,0,0,0,0,0,0,0,0
"492",2007-07-31,2000,0,0,0,0,25000,1,25000,1,0,0,0,0
"493",2007-07-31,2780,5e+05,0.113636363636364,5e+05,0.104166666666667,0,0,0,0,0,0,0,0
"494",2007-07-31,3411,450000,0.102272727272727,450000,0.09375,0,0,0,0,0,0,0,0
"495",2007-07-31,3743,450000,0.102272727272727,450000,0.09375,0,0,0,0,0,0,0,0
"496",2007-07-31,4899,775000,0.176136363636364,550000,0.114583333333333,0,0,0,0,0,0,0,0
"497",2007-07-31,5311,2e+05,0.0454545454545455,2e+05,0.0416666666666667,0,0,0,0,0,0,0,0
"498",2007-07-31,6311,0,0,0,0,0,0,0,0,2860000,1,3610000,1
"499",2007-07-31,7510,2025000,0.460227272727273,2650000,0.552083333333333,0,0,0,0,0,0,0,0
"500",2007-08-31,2099,150000,0.0740740740740741,150000,0.0740740740740741,0,0,0,0,0,0,0,0
"501",2007-08-31,2851,0,0,0,0,0,0,0,0,850000,0.576271186440678,850000,0.576271186440678
"502",2007-08-31,3545,0,0,0,0,0,0,0,0,625000,0.423728813559322,625000,0.423728813559322
"503",2007-08-31,4011,0,0,0,0,24087,0.0257041235232161,24087,0.0266423474731967,0,0,0,0
"504",2007-08-31,4931,0,0,0,0,913000,0.974295876476784,880000,0.973357652526803,0,0,0,0
"505",2007-08-31,5961,175000,0.0864197530864197,175000,0.0864197530864197,0,0,0,0,0,0,0,0
"506",2007-08-31,6519,750000,0.37037037037037,750000,0.37037037037037,0,0,0,0,0,0,0,0
"507",2007-08-31,8052,950000,0.469135802469136,950000,0.469135802469136,0,0,0,0,0,0,0,0
"508",2007-09-28,2090,152000,0.197659297789337,152000,0.197659297789337,0,0,0,0,0,0,0,0
"509",2007-09-28,2844,160000,0.208062418725618,160000,0.208062418725618,0,0,0,0,0,0,0,0
"510",2007-09-28,3541,207000,0.269180754226268,207000,0.269180754226268,0,0,0,0,0,0,0,0
"511",2007-09-28,4011,0,0,0,0,0,0,0,0,0,0,0,0
"512",2007-09-28,4931,0,0,0,0,2500000,1,4921000,1,0,0,0,0
"513",2007-09-28,5995,150000,0.195058517555267,150000,0.195058517555267,0,0,0,0,0,0,0,0
"514",2007-09-28,6531,0,0,0,0,0,0,0,0,40000,1,40000,1
"515",2007-09-28,8060,1e+05,0.130039011703511,1e+05,0.130039011703511,0,0,0,0,0,0,0,0
"516",2007-10-31,2000,0,0,0,0,0,NA,0,NA,2e+06,0.249221183800623,1800000,0.230031948881789
"517",2007-10-31,2780,5e+05,0.189027197989355,5e+05,0.0547602121498235,0,NA,0,NA,0,0,0,0
"518",2007-10-31,3411,2e+05,0.0756108791957422,2e+05,0.0219040848599294,0,NA,0,NA,0,0,0,0
"519",2007-10-31,3761,0,0,0,0,0,NA,0,NA,650000,0.0809968847352025,550000,0.0702875399361022
"520",2007-10-31,4911,870122,0.328953447137788,6805717,0.745365013503321,0,NA,0,NA,0,0,0,0
"521",2007-10-31,5411,575000,0.217381277687759,1125000,0.123210477337103,0,NA,0,NA,0,0,0,0
"522",2007-10-31,6324,0,0,0,0,0,NA,0,NA,5375000,0.669781931464174,5475000,0.699680511182109
"523",2007-10-31,7832,5e+05,0.189027197989355,5e+05,0.0547602121498235,0,NA,0,NA,0,0,0,0
"524",2007-11-30,1311,0,0,0,0,0,0,0,0,0,NA,0,NA
"525",2007-11-30,2621,0,0,0,0,6e+05,1,250000,1,0,NA,0,NA
"526",2007-11-30,3080,1e+05,0.0225937641211026,1e+05,0.0185150897981855,0,0,0,0,0,NA,0,NA
"527",2007-11-30,3661,2160000,0.488025305015816,2460000,0.455471209035364,0,0,0,0,0,NA,0,NA
"528",2007-11-30,4741,0,0,0,0,0,0,0,0,0,NA,0,NA
